,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,expr_label,median_expr_label,z_label,median_z_label,SPEER,SPEER without transfer,RIVER,shared tissue genome only,tissue specific genome only,tissue
8159,1.0,0.3227406036088135,0.03167257693896486,0.12808639885118722,0.4412604693460921,0.7437905214688447,0.03710699030675102,0.6683826077608215,0.3770170171896592,0.6799285888642362,0.8193868085452329,0.94058164905892,0.5320511288848562,0.4632447581528065,0.04544934028222925,0.9989885164065202,0.23582271326002305,0.017236130172367355,0.8125143128847812,0.905847964348183,0.29112802262530224,0,0,0,0,7.548004301488737e-10,1.7304722076429617e-05,-1,-1,-1,digestive
6332,1.0,0.786002539369815,0.9255061742148244,0.11634196813747533,0.9007807943852552,0.10731880885023326,0.4033475574214512,0.9995357476433346,0.917997858262401,0.8138468041546894,0.7709810995976643,0.6977576872708069,0.9180929901206778,0.12771432096121693,0.8593898774790918,0.22430296904843586,0.6314195021043233,0.040769795202386105,0.8639508224673618,0.702763639148624,0.3917698374819533,0,0,0,0,0.006284900476662236,0.0007098086112248587,-1,-1,-1,digestive
8895,1.0,0.05751642319264881,0.20591935848218176,0.6720977230918154,0.21366430038917794,0.1483239180454691,0.00899668755300731,0.084742169925633,0.17766227852587924,0.14108750509639933,0.4186855889072832,0.6826640865763564,0.7046049404349852,0.14484121092147795,0.6139158694609651,0.690581052444358,0.3605366652336138,0.543787982205904,0.22218177581897564,0.20547352980246147,0.3315036969368585,0,0,0,0,0.02683120160355249,0.9995266533635723,-1,-1,-1,digestive
5351,1.0,0.63234556035882,0.3660372635997687,0.8928577606511685,0.9127108732426302,0.957674905026061,0.24681752437780574,0.8519802933193449,0.0914807431044704,0.657678485764582,0.1297272638767446,0.7207903275562483,0.9106038481975282,0.269746920541288,0.44841614561170723,0.4958198938132497,0.3917691115152381,0.07050609967745014,0.15127900424518306,0.1154649668200982,0.5132452523146631,0,0,1,0,0.0026682829092084695,0.9338734348731033,-1,-1,-1,digestive
4314,1.0,0.4097502021287591,0.6374298552257864,0.4070787806734797,0.549620528356337,0.5782926434801983,0.8168277273034911,0.36958640227423567,0.4904656710287156,0.4505350137747453,0.8164946063790047,0.44281284059251613,0.9849558724009464,0.6934381189280988,0.7637290235841928,0.6961708333253087,0.6790228838115471,0.859731127105362,0.5573579159797439,0.10615658150965156,0.8822874796505971,0,0,0,0,0.03486269866205242,0.9994112117093118,-1,-1,-1,digestive
3987,1.0,0.9704496128741495,0.01955488413071216,0.519873372906465,0.4608400784926497,0.5405221629801428,0.34261965469911015,0.3378073027837844,0.33136726081916523,0.3805128738520944,0.19501630623239952,0.7252185792034349,0.22381181881923806,0.2947289726267044,0.0857992695397084,0.32272806426838285,0.15694950574317032,0.37660451083736896,0.04943356635355145,0.10878850991548272,0.4986924216563866,0,0,0,0,0.001612546103427084,0.9951763583396496,-1,-1,-1,digestive
3300,1.0,0.5261641384897555,0.3587598455235322,0.38312968637294176,0.41743699765724257,0.5412415725070783,0.07467812854185628,0.7496567083410931,0.9406922364315284,0.6201235441413161,0.7381838665566548,0.09978601698779666,0.7110194184356708,0.19367057241043953,0.5963435473665308,0.4914493888824619,0.4637489346876509,0.6153279683957624,0.3926973918815661,0.5568385833490104,0.4904697695735103,1,0,1,0,0.9581475352126446,0.999432187763941,-1,-1,-1,digestive
370,1.0,0.3393586727547431,0.7230545923057171,0.9330087268347416,0.9730766968356022,0.04135497057073356,0.41924544660036495,0.013579268820398836,0.6666690265479337,0.8666066538803795,0.6257742571144904,0.4421381470893302,0.8378431686008705,0.3513917613497373,0.14830342887154124,0.5189210563483788,0.2650786258768613,0.5149083046426938,0.5758158773564234,0.28456651540967826,0.9223750804174062,0,0,1,0,0.46628560204108527,0.9999999989884143,-1,-1,-1,digestive
7647,1.0,0.2123852784188288,0.8682034127412404,0.13671896236416606,0.924296666598171,0.11856979564740056,0.7671508848129683,0.2706710397824755,0.01333060415451315,0.7109813886117665,0.953352492408295,0.9190130109962432,0.8614179318353598,0.16497534079655118,0.01004244059999082,0.12460410350011883,0.014479265434428453,0.3289747878596221,0.822063467857002,0.5954150243725399,0.43238787625124153,0,0,0,0,2.207875710283688e-06,0.2413134391674325,-1,-1,-1,digestive
4763,1.0,0.11811991034205603,0.5357508981152396,0.9342920475318228,0.5838262394388886,0.6604055005955219,0.0794432913027927,0.16162100646050362,0.5136160259305685,0.8413283643464745,0.6224738313742528,0.6239995420324724,0.6216557782751151,0.4622035871838898,0.9935867770683916,0.38021671375500143,0.4656714471780545,0.015500908485603482,0.7694607289955058,0.1196937873003244,0.8027210972466857,1,0,1,0,0.9754054911502633,0.9999996696529861,-1,-1,-1,digestive
2170,1.0,0.4973474029693037,0.5917520275425637,0.488827582990096,0.018115525042646016,0.618689994044727,0.5026224845360217,0.8927240383464394,0.15992680095502465,0.7947982325552685,0.9255940388441608,0.4821895834386332,0.30195971491145607,0.30980931669325534,0.8745735207336041,0.9389306352554242,0.3308391475894199,0.334156788561629,0.9099182796869122,0.4436981928370097,0.034369663894230795,0,0,0,0,1.2952819167811104e-08,3.9698874398825e-10,-1,-1,-1,digestive
4125,1.0,0.7569662191226225,0.059597955946367076,0.9963588556854585,0.6634490823303785,0.9824064341851344,0.5181836596060776,0.9943678913048958,0.4066530354547812,0.6241516764249189,0.19146245012242655,0.574319931024768,0.4885197905416598,0.04178580700933698,0.3699133281761118,0.5773658159171273,0.9124792618240094,0.9174673454218504,0.9648080183979784,0.32795491663083753,0.5188415066656477,1,0,1,0,0.016688232708778,0.8311854082654113,-1,-1,-1,digestive
2893,1.0,0.9439621137243764,0.6439388596901976,0.9321760716420032,0.9125578770590436,0.2464186039054811,0.6263978685847583,0.3693367436781573,0.9919691892938278,0.0016930499329531614,0.18753125057294995,0.7139608352691569,0.18593876404532605,0.24744135931448494,0.5583533727680104,0.17558547070295427,0.6841077627132219,0.4621514281686106,0.41634015004511293,0.053228402236209726,0.721858786354038,0,0,0,0,0.00018125731180200237,0.9999869271983165,-1,-1,-1,digestive
