,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,expr_label,median_expr_label,z_label,median_z_label,SPEER,SPEER without transfer,RIVER,shared tissue genome only,tissue specific genome only,tissue
8159,1.0,0.17979246447269406,0.4297289197909574,0.18961782355963097,0.37889160242713144,0.8995051203213289,0.1527136288805411,0.553111264372145,0.4697702801451182,0.5180824683418689,0.4638271188270228,0.05791786504832664,0.045138584110281155,0.3227868359638886,0.2439139583855767,0.3317142485482457,0.39334279782979276,0.20864166401161063,0.1142417583202202,0.40499604943054834,0.546033935850535,0,0,1,0,0.9945243069312896,0.9999319272779211,4.6197935653118174e-05,-1,-1,digestive
6332,1.0,0.8195048289921855,0.1987968756531913,0.8233526822969124,0.05845202115758009,0.5034322320487858,0.8694748336581472,0.3399090533580086,0.5871802334226551,0.6997382149345541,0.13627040475288266,0.017812500031773034,0.8951556677645388,0.14266447611187538,0.2842565519392578,0.6676026309315971,0.17729361294212653,0.8655517168601554,0.8137275235669349,0.3249158422858667,0.01511084369936699,0,0,0,0,0.012749890768910789,0.00020519969036040134,2.184907424516339e-05,-1,-1,digestive
8895,1.0,0.320022197917265,0.06868679572597601,0.41949665952942067,0.2597636000621355,0.6763958712555437,0.2359809100058534,0.20419658291463919,0.5891216299095423,0.4963706859908897,0.24175599456786376,0.230013625771062,0.4375843189176361,0.21562429531421806,0.4500606292590821,0.8395568100848334,0.28643901656127374,0.36715612280917914,0.5344976072868671,0.2760242152586577,0.8804892114061879,0,0,0,0,0.6513151341279322,0.003437657592297847,2.1806050617946464e-05,-1,-1,digestive
5351,1.0,0.6230658595337188,0.9870833028517876,0.17806929058234086,0.9592212061335564,0.020080709755024077,0.9224936723386425,0.9238560785528303,0.574080584410812,0.08266481812475533,0.807888504049588,0.36383247550781644,0.714355837650561,0.3855103199017136,0.7772172110075398,0.06444956641768818,0.4092073414985328,0.5766125951254715,0.15310734184944985,0.2776190406456903,0.9905719275765158,0,0,0,0,3.2077661892477175e-10,3.8844366003020795e-08,6.630752767783408e-10,-1,-1,digestive
4314,1.0,0.958240208454793,0.40668789532613947,0.29249686139581116,0.906314848768411,0.9661304072795712,0.926821989590473,0.4282445480210916,0.10685591194648868,0.3104457229678388,0.4703619421349907,0.9765162001796734,0.41333905822140643,0.3875475389755133,0.4091774430640672,0.5628488003956298,0.21391074227885964,0.8463886801175647,0.7992616858107539,0.6279880634950066,0.13334776868427622,0,0,0,0,1.1964954357184425e-06,4.6455116638712043e-07,6.670736375784172e-08,-1,-1,digestive
3987,1.0,0.9858901269654324,0.21688071256747757,0.3485103628143065,0.7260126871171585,0.6395066106610019,0.12981590889107464,0.61880141750634,0.8273423719469536,0.22382218241110663,0.35194075372215927,0.8802703621565472,0.7567975461538212,0.33519572247867213,0.03365990963122867,0.4878696599369085,0.6040900195188261,0.9468284634816319,0.7165046862293285,0.8182640379494917,0.025670848673737142,0,0,0,0,3.817214947227826e-06,1.5389349435450116e-07,6.172329426051124e-07,-1,-1,digestive
3300,1.0,0.9264758155680834,0.0769665332765823,0.6470897005223456,0.31348728322657354,0.5978722878370225,0.2784978513552934,0.5967549369276072,0.5104923000663772,0.05945118703249641,0.20725677788402597,0.3430750621153276,0.4802733078434369,0.021040879504041318,0.054023225127862166,0.5308609187322889,0.8356912906175128,0.8016561924021608,0.010443455979897043,0.6467707417135286,0.7496598951239871,0,0,0,0,0.016733563089527306,1.906361088721903e-05,1.6351627392650095e-07,-1,-1,digestive
370,1.0,0.07772210122245404,0.4835648769052332,0.570238456698782,0.6900565395408133,0.37669488848317456,0.25915199799507704,0.7435177248465149,0.4795760762767143,0.33701718166160655,0.5656818849249144,0.7581521792645793,0.3106643953720137,0.216693950998417,0.4878266135515401,0.092316992858658,0.3830685198556092,0.21087426857078367,0.8673030246801926,0.827242170536231,0.36599665461095515,1,0,0,0,5.6937170149990845e-05,0.014898464668549927,4.214534227281004e-07,-1,-1,digestive
7647,1.0,0.5324108979998401,0.10223856986496281,0.1292723255920143,0.5556174452008503,0.30348913037356323,0.20980923886041944,0.611730911499611,0.013825692804087854,0.5159121611924068,0.3601976811223282,0.029374630729515287,0.29952408873849445,0.6697510754961793,0.7037768548044874,0.9736704623244704,0.5906491017162245,0.4795622969351741,0.4589230991809498,0.850101473757152,0.15865036767999238,1,1,0,0,0.999860113607366,0.0002662262041167502,0.9219152701897252,-1,-1,digestive
4763,1.0,0.20779794867734813,0.5633113624804349,0.5053141562785792,0.5268964134709907,0.10388027861982863,0.4744059618225108,0.6747288875894129,0.1643208799451997,0.4369231065590483,0.546706532830066,0.37133333420557463,0.3509258346612292,0.1194875210201309,0.9496882284714206,0.943151036559096,0.4186170421794729,0.6174697397006076,0.05045179485035567,0.8070602110207675,0.738660904293776,1,0,0,0,0.010050747824682729,4.3000464060468153e-07,0.00015922496989278004,-1,-1,digestive
2170,1.0,0.9583066827617805,0.3793188515295277,0.6560003352519703,0.5263169198660576,0.4929069320959392,0.048888007790450654,0.8435379818112568,0.22518718541644644,0.4249916814295379,0.3615609559166116,0.6523349091775695,0.7003518090305818,0.14536609446148807,0.7718992883671034,0.5202837454185778,0.3668863879908206,0.27262252008572424,0.5837157099631555,0.4144897568828924,0.8639087323020486,1,0,0,0,2.3102513849155727e-05,5.568002297747819e-06,0.0001955058238233157,-1,-1,digestive
4125,1.0,0.23321563865119915,0.1549476727356306,0.07663345350865257,0.43575358900520667,0.13017810617510883,0.8137915480781464,0.04505452416401312,0.2249374064054693,0.31742134902643343,0.7677002539422606,0.885622513369538,0.4382255951917117,0.8912227110434922,0.7360975063098798,0.6999407707959465,0.7227561641372069,0.10021143728070014,0.6959390014016762,0.405510590628931,0.666413870338507,0,0,0,0,1.949725109818289e-06,1.5171449350045941e-05,4.165741345953468e-09,-1,-1,digestive
2893,1.0,0.5504039790646021,0.8272323240648801,0.7024417078533921,0.9869943613714246,0.02125121561567811,0.8441622091246211,0.9211350071096752,0.8523468559520783,0.4130573407785869,0.7023858823857884,0.2758908578504825,0.9001245801313184,0.09319294395311505,0.08776579079561297,0.5398297916308628,0.8634553715520582,0.8617429171767355,0.8439816081415542,0.23274348105135856,0.138536547920583,1,0,0,0,1.2629468693871288e-05,1.0379149283324702e-05,1.3643196854463025e-06,-1,-1,digestive
