,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,expression,z_labels,expr_label,posterior,tissue
8159,1.0,0.06968073754221836,0.91772152265057,0.11128678422611182,0.14496621856938607,0.35681144317846475,0.13869089159975723,0.8191509948438876,0.25355624021102124,0.6896106294339305,0.6508372092617111,0.33989981875225744,0.6430089847296978,0.3332187107416915,0.3414649041242681,0.4507638818199124,0.10717930992629064,0.8573121733824032,0.17963905468024666,0.7601409409280013,0.7574501534827986,1,1,1,0.8251050701895978,digestive
6332,1.0,0.5757462906118289,0.829509512432449,0.06657081924536168,0.6759438932073649,0.9182766550620568,0.3296112792178407,0.5172605296836263,0.5290310180879085,0.8844618034905684,0.2707877313053999,0.8081033872421208,0.7845494144831717,0.822794187789954,0.5846139389348632,0.6690350674765764,0.04688851346095235,0.2789145611241499,0.7745335242752978,0.4877938181663779,0.006989200395919769,0,0,0,0.369240969069447,digestive
8895,1.0,0.3434735199384172,0.1184924518603373,0.8789318069796078,0.8142318267984842,0.0019492961242280062,0.554981274763572,0.002152598124652516,0.33563358357681483,0.4935410528712788,0.052482480150068726,0.44119932832788,0.3605802979157734,0.09562187673771917,0.907430348522899,0.7542120387525348,0.9928151695875758,0.2857461818978336,0.5614443714567494,0.8878081367277019,0.6334615632956433,1,0,1,0.8700623187987002,digestive
5351,1.0,0.9201670859036858,0.8779355935325044,0.13310394239203704,0.8379209059389651,0.4262471273171615,0.347934962966694,0.8994311670290966,0.017878102775853996,0.7583327493056394,0.5209085599641532,0.7418716894269926,0.5159260562656135,0.914203666553556,0.706940009860354,0.13369619378724,0.3729083476129091,0.6948000622808151,0.6935368286218573,0.029868564610764255,0.7339182897694851,0,0,0,0.6220080789242004,digestive
4314,1.0,0.059315108467326565,0.1896227604335986,0.4826437659369812,0.5719163611335562,0.7452383824926679,0.7011989942167585,0.002324766806857004,0.7818983291194382,0.7727047072167756,0.7265419944184787,0.9056348304335976,0.8476923536362817,0.26980306736234216,0.9032814684268824,0.3334355112462819,0.09078456862151862,0.42303133057754444,0.6109547955163062,0.740766136928715,0.4909727906723418,0,1,0,0.3137383166788543,digestive
3987,1.0,0.0043373092920488965,0.7110551821824507,0.8754159070776241,0.6821257137174913,0.8338964867567547,0.06797486154809518,0.1696090573059104,0.014715480436873872,0.6719524491101466,0.07944533487614859,0.56054466922523,0.7113140443316411,0.6484146888097087,0.9046442472956678,0.5529348387285736,0.2526576214938285,0.945013872307186,0.5036107096784344,0.5925064111730104,0.9319213652175642,1,1,1,0.5539264166047736,digestive
3300,1.0,0.7811488944864932,0.9385904918493816,0.8131508345636183,0.68391025319599,0.29977547094077106,0.7457938298071572,0.44944648110932645,0.6095979690661925,0.8523353551262176,0.5834135909460854,0.4126356759516033,0.5103714022830883,0.4256497284150715,0.22403453732376008,0.04522279729325639,0.410956570634856,0.25490161676062495,0.5404349531648497,0.05986320126602539,0.8740489878636708,0,0,0,0.2564982192102471,digestive
370,1.0,0.42664689997707617,0.42514243721561057,0.3717750256805829,0.8147276562933635,0.11104097582321092,0.03650693822593132,0.17578743572879682,0.5740787388257944,0.3272625678235568,0.18562817846043714,0.9316091205993234,0.4263501067662157,0.22256048106411294,0.15997330494000717,0.006002217624783701,0.1793269466022265,0.18134076315295322,0.3177724944730187,0.438710077647398,0.1597079371052149,1,0,1,0.8488442318851827,digestive
7647,1.0,0.8249864708496129,0.5624894883695366,0.4428263081562547,0.8549423378737183,0.6821339927096735,0.6316612382819212,0.7070601447359904,0.0078039810258215825,0.8905143453354732,0.6225960957302408,0.5204283004843231,0.013296082924259876,0.4906227549639799,0.05999220311955855,0.6192204752966248,0.4588215980256902,0.06401084365834553,0.6197697024362088,0.8703951357827974,0.43121989350445133,1,1,1,0.734223953405829,digestive
4763,1.0,0.18903895839293292,0.38676744366152066,0.538983094643546,0.23173521474652944,0.14101325582413737,0.05491439550183529,0.35781999508826223,0.228590585398506,0.6254588133729756,0.991963206573924,0.7572292269557238,0.2910539162182618,0.12602967372304796,0.9954584828768576,0.1911423811515018,0.3077383545315938,0.13972807416776,0.6826293710042262,0.08267866476245532,0.6610025968231037,0,0,0,0.7647509865940728,digestive
2170,1.0,0.6280932565169124,0.6456095803190574,0.4171164803480489,0.5978259749149225,0.4520199048229861,0.4586709317866266,0.9540161578182776,0.29623467651391744,0.42038245644124816,0.20012669055774723,0.5887944537427761,0.3542955733150327,0.7014253978499996,0.6835866817347537,0.15882606234935714,0.8813574891633513,0.199615783811548,0.08178919150554963,0.4873478010831978,0.8215401639556263,0,0,0,0.7759251185505175,digestive
4125,1.0,0.6407587828602737,0.9732897627230174,0.6030456053845128,0.12252763224620444,0.8788680563757384,0.8454794348827543,0.9024990546663814,0.4488411335146725,0.5633536910917193,0.32873101129440296,0.7355227463981778,0.6648380609432428,0.907011378698098,0.9928788456396817,0.04318899557187728,0.8992895183965005,0.0671198149755159,0.5822932985547914,0.2989393762119339,0.28103812667305056,1,1,1,0.8456752157151652,digestive
2893,1.0,0.1777821948835238,0.2915207612923141,0.13642665532352546,0.4541388029663698,0.5541480961562189,0.3926593198070368,0.3301855570748413,0.02392369849833009,0.14563517019542147,0.745265040203675,0.6807945610061708,0.7808714243545842,0.09317458357597042,0.9495819559700104,0.8420128930381788,0.4106388773025257,0.4832071435045369,0.8699861073189514,0.7399835768857441,0.8841028896475676,1,1,1,0.8770070979231687,digestive
6249,1.0,0.303081007280535,0.36687725591019726,0.7332776182957242,0.3355177010431111,0.13677031201149206,0.553635078557214,0.12562985154486614,0.10242167444211325,0.32170002961956434,0.32408348571117646,0.24334220913440965,0.6542932865171416,0.4801052582113603,0.9159746306577454,0.8254932048451584,0.4690952299907642,0.051116011154344713,0.40285488707029415,0.942235010319019,0.3017854402877074,0,0,0,0.6455284765385114,digestive
963,1.0,0.12087542405206275,0.389219257942111,0.22845272472151265,0.8651754397608847,0.3616093857746108,0.36586239960308464,0.3212310017904557,0.800826933238556,0.622619606654092,0.5608860054284609,0.8387635050706866,0.018791101016505607,0.8940092791885251,0.7537154732400398,0.3481384785273959,0.15288453781634115,0.00851827139701089,0.3209982438791604,0.06770194523196948,0.8499410661782184,1,0,1,0.6951298476472509,digestive
9917,1.0,0.8573923912666604,0.7858586063211226,0.7943097344334286,0.839371803216997,0.2771701142779536,0.6301849429847071,0.3988877108795328,0.12483142898895305,0.957010584000777,0.5325560083828628,0.889474069530606,0.4934226782185924,0.2656215282843733,0.05890060905279481,0.8894399480466729,0.04874466704497438,0.6534641445262964,0.159168321923573,0.922460603972962,0.1849206284024457,0,0,0,0.5455283693223054,digestive
2481,1.0,0.7796303980290707,0.4329084719964382,0.44613924578663205,0.4765611234680641,0.15422250862273887,0.5572795688657665,0.5707811411709288,0.8203343902369818,0.13642417537623394,0.01626944250305784,0.4926156291963871,0.245800802701442,0.85619099822688,0.36490042354095115,0.4799474886354888,0.4009377218018477,0.3820035810224531,0.7798807773745554,0.024610683452641606,0.3198599577914436,1,0,1,0.7586486993729608,digestive
4904,1.0,0.13854176149896222,0.39492980961480256,0.9190093403134496,0.4984106907355357,0.6430775522891315,0.6814692692785105,0.4575227983337168,0.4387902578762903,0.05032171227926608,0.4982950490535141,0.06070532527259544,0.7854000124911782,0.75144890757906,0.4982871454558383,0.4560744090691568,0.21464780017238927,0.768413996795403,0.3085865930683179,0.8908878043040614,0.19525316443851726,0,0,0,0.28433868053815037,digestive
26,1.0,0.7586960906641413,0.36434319870227727,0.8202057019109407,0.03583127657504415,0.0037212114062764585,0.8552178053111592,0.9071935485575736,0.3351477596010793,0.16467141015918438,0.8405491635981921,0.9161122629239145,0.08045709534068146,0.7421910335142778,0.8539895339901225,0.4074350943648185,0.5243878371353932,0.2528183854327829,0.9696118368430032,0.8032103891922373,0.10046721230755183,1,0,1,0.9626141947053402,digestive
3588,1.0,0.4757679761962154,0.9384587663800958,0.16772149275233117,0.3431177351834107,0.8654023114695469,0.6538777222022609,0.044601292267269936,0.4045778458451648,0.631238363150282,0.8857549429880992,0.5256913269997906,0.0345582714291196,0.24502791265339585,0.6769370713889458,0.6649241311612678,0.035545572411942554,0.20553590903568464,0.16303737541396232,0.06857706319341261,0.4661032902200404,1,1,1,0.6246544041662089,digestive
