,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,expression,z_labels,expr_label,posterior,tissue
8159,1.0,0.06968073754221836,0.91772152265057,0.11128678422611182,0.14496621856938607,0.35681144317846475,0.13869089159975723,0.8191509948438876,0.25355624021102124,0.6896106294339305,0.6508372092617111,0.33989981875225744,0.6430089847296978,0.3332187107416915,0.3414649041242681,0.4507638818199124,0.10717930992629064,0.8573121733824032,0.17963905468024666,0.7601409409280013,0.7574501534827986,0,0,0,0.0042627072661287875,digestive
6332,1.0,0.5757462906118289,0.829509512432449,0.06657081924536168,0.6759438932073649,0.9182766550620568,0.3296112792178407,0.5172605296836263,0.5290310180879085,0.8844618034905684,0.2707877313053999,0.8081033872421208,0.7845494144831717,0.822794187789954,0.5846139389348632,0.6690350674765764,0.04688851346095235,0.2789145611241499,0.7745335242752978,0.4877938181663779,0.006989200395919769,1,0,1,0.002007041506523175,digestive
8895,1.0,0.3434735199384172,0.1184924518603373,0.8789318069796078,0.8142318267984842,0.0019492961242280062,0.554981274763572,0.002152598124652516,0.33563358357681483,0.4935410528712788,0.052482480150068726,0.44119932832788,0.3605802979157734,0.09562187673771917,0.907430348522899,0.7542120387525348,0.9928151695875758,0.2857461818978336,0.5614443714567494,0.8878081367277019,0.6334615632956433,0,0,0,0.9999933358481919,digestive
5351,1.0,0.9201670859036858,0.8779355935325044,0.13310394239203704,0.8379209059389651,0.4262471273171615,0.347934962966694,0.8994311670290966,0.017878102775853996,0.7583327493056394,0.5209085599641532,0.7418716894269926,0.5159260562656135,0.914203666553556,0.706940009860354,0.13369619378724,0.3729083476129091,0.6948000622808151,0.6935368286218573,0.029868564610764255,0.7339182897694851,1,0,1,0.5485617528876451,digestive
4314,1.0,0.059315108467326565,0.1896227604335986,0.4826437659369812,0.5719163611335562,0.7452383824926679,0.7011989942167585,0.002324766806857004,0.7818983291194382,0.7727047072167756,0.7265419944184787,0.9056348304335976,0.8476923536362817,0.26980306736234216,0.9032814684268824,0.3334355112462819,0.09078456862151862,0.42303133057754444,0.6109547955163062,0.740766136928715,0.4909727906723418,1,0,1,0.9972345565229165,digestive
3987,1.0,0.0043373092920488965,0.7110551821824507,0.8754159070776241,0.6821257137174913,0.8338964867567547,0.06797486154809518,0.1696090573059104,0.014715480436873872,0.6719524491101466,0.07944533487614859,0.56054466922523,0.7113140443316411,0.6484146888097087,0.9046442472956678,0.5529348387285736,0.2526576214938285,0.945013872307186,0.5036107096784344,0.5925064111730104,0.9319213652175642,0,0,0,0.9993108638871437,digestive
3300,1.0,0.7811488944864932,0.9385904918493816,0.8131508345636183,0.68391025319599,0.29977547094077106,0.7457938298071572,0.44944648110932645,0.6095979690661925,0.8523353551262176,0.5834135909460854,0.4126356759516033,0.5103714022830883,0.4256497284150715,0.22403453732376008,0.04522279729325639,0.410956570634856,0.25490161676062495,0.5404349531648497,0.05986320126602539,0.8740489878636708,0,0,0,0.5235521122162065,digestive
370,1.0,0.42664689997707617,0.42514243721561057,0.3717750256805829,0.8147276562933635,0.11104097582321092,0.03650693822593132,0.17578743572879682,0.5740787388257944,0.3272625678235568,0.18562817846043714,0.9316091205993234,0.4263501067662157,0.22256048106411294,0.15997330494000717,0.006002217624783701,0.1793269466022265,0.18134076315295322,0.3177724944730187,0.438710077647398,0.1597079371052149,0,0,0,0.09199257378771519,digestive
7647,1.0,0.8249864708496129,0.5624894883695366,0.4428263081562547,0.8549423378737183,0.6821339927096735,0.6316612382819212,0.7070601447359904,0.0078039810258215825,0.8905143453354732,0.6225960957302408,0.5204283004843231,0.013296082924259876,0.4906227549639799,0.05999220311955855,0.6192204752966248,0.4588215980256902,0.06401084365834553,0.6197697024362088,0.8703951357827974,0.43121989350445133,0,1,0,0.9983999814210879,digestive
4763,1.0,0.18903895839293292,0.38676744366152066,0.538983094643546,0.23173521474652944,0.14101325582413737,0.05491439550183529,0.35781999508826223,0.228590585398506,0.6254588133729756,0.991963206573924,0.7572292269557238,0.2910539162182618,0.12602967372304796,0.9954584828768576,0.1911423811515018,0.3077383545315938,0.13972807416776,0.6826293710042262,0.08267866476245532,0.6610025968231037,0,0,0,0.9804325288336421,digestive
